Categoria, Especificação, Porcentagens, Incrementos/Decrementos, Mês, Ano
Physical CPUs, 32 cpus, 0.01%, 0.00%, Janeiro, 2022
Physical CPUs, 40 cpus, 0.00%, 0.00%, Janeiro, 2022
Physical CPUs, 64 cpus, 0.00%, 0.00%, Janeiro, 2022
Video Card Description, NVIDIA GeForce GTX 1060, 7.54%, -0.38%, Janeiro, 2022
Video Card Description, NVIDIA GeForce GTX 1650, 6.13%, +0.37%, Janeiro, 2022
Video Card Description, NVIDIA GeForce GTX 1050 Ti, 5.64%, +0.08%, Janeiro, 2022
Video Card Description, NVIDIA GeForce RTX 2060, 5.00%, -0.45%, Janeiro, 2022
Video Card Description, NVIDIA GeForce GTX 1050, 3.10%, +0.06%, Janeiro, 2022
Video Card Description, NVIDIA GeForce GTX 1660 Ti, 2.74%, -0.03%, Janeiro, 2022
Video Card Description, NVIDIA GeForce GTX 1660 SUPER, 2.35%, -0.18%, Janeiro, 2022
Video Card Description, NVIDIA GeForce GTX 1070, 2.32%, -0.12%, Janeiro, 2022
Video Card Description, NVIDIA GeForce RTX 3060 Laptop GPU, 1.99%, +0.31%, Janeiro, 2022
Video Card Description, NVIDIA GeForce RTX 2070 SUPER, 1.83%, -0.22%, Janeiro, 2022
Video Card Description, NVIDIA GeForce GTX 1660, 1.79%, -0.19%, Janeiro, 2022
Video Card Description, NVIDIA GeForce RTX 3070, 1.75%, -0.12%, Janeiro, 2022
Video Card Description, NVIDIA GeForce RTX 3060, 1.60%, -0.20%, Janeiro, 2022
Video Card Description, AMD Radeon RX 580, 1.45%, -0.03%, Janeiro, 2022
Video Card Description, AMD Radeon Graphics, 1.44%, +0.15%, Janeiro, 2022
Video Card Description, NVIDIA GeForce GTX 1650 Ti, 1.41%, +0.04%, Janeiro, 2022
Video Card Description, NVIDIA GeForce RTX 2070, 1.40%, -0.20%, Janeiro, 2022
Video Card Description, NVIDIA GeForce GTX 1080, 1.37%, -0.11%, Janeiro, 2022
Video Card Description, NVIDIA GeForce RTX 3060 Ti, 1.17%, -0.08%, Janeiro, 2022
Video Card Description, Intel(R) UHD Graphics, 1.16%, +0.09%, Janeiro, 2022
Video Card Description, NVIDIA GeForce RTX 2060 SUPER, 1.14%, -0.07%, Janeiro, 2022
Video Card Description, AMD Radeon RX 570, 1.13%, -0.02%, Janeiro, 2022
Video Card Description, AMD Radeon Vega 8 Graphics, 1.12%, +0.03%, Janeiro, 2022
Video Card Description, NVIDIA GeForce GTX 970, 1.10%, -0.01%, Janeiro, 2022
Video Card Description, NVIDIA GeForce GTX 960, 1.08%, +0.03%, Janeiro, 2022
Video Card Description, NVIDIA GeForce RTX 3080, 1.07%, 0.00%, Janeiro, 2022
Video Card Description, NVIDIA GeForce GTX 750 Ti, 0.98%, +0.08%, Janeiro, 2022
Video Card Description, NVIDIA GeForce GTX 1650 SUPER, 0.95%, 0.00%, Janeiro, 2022
Video Card Description, Apple G13G, 0.92%, +0.15%, Janeiro, 2022
Video Card Description, NVIDIA GeForce GT 1030, 0.85%, +0.06%, Janeiro, 2022
Video Card Description, NVIDIA GeForce GTX 1080 Ti, 0.85%, -0.04%, Janeiro, 2022
Video Card Description, Intel UHD Graphics 620, 0.79%, 0.00%, Janeiro, 2022
Video Card Description, Intel(R) Iris(R) Xe Graphics, 0.75%, +0.09%, Janeiro, 2022
Video Card Description, AMD Radeon RX 5700 XT, 0.72%, -0.01%, Janeiro, 2022
Video Card Description, NVIDIA GeForce RTX 2080 SUPER, 0.69%, -0.10%, Janeiro, 2022
Video Card Description, NVIDIA GeForce GTX 1070 Ti, 0.67%, -0.04%, Janeiro, 2022
Video Card Description, NVIDIA GeForce RTX 2080, 0.62%, -0.07%, Janeiro, 2022
Video Card Description, NVIDIA GeForce RTX 3050, 0.56%, +0.14%, Janeiro, 2022
Video Card Description, NVIDIA GeForce GT 730, 0.54%, +0.05%, Janeiro, 2022
Video Card Description, NVIDIA GeForce RTX 3070 Laptop GPU, 0.54%, +0.06%, Janeiro, 2022
Video Card Description, Intel HD Graphics 4000, 0.54%, +0.02%, Janeiro, 2022
Video Card Description, NVIDIA GeForce RTX 2080 Ti, 0.53%, -0.04%, Janeiro, 2022
Video Card Description, Intel HD Graphics 620, 0.47%, -0.01%, Janeiro, 2022
Video Card Description, NVIDIA GeForce GTX 960M, 0.47%, +0.01%, Janeiro, 2022
Video Card Description, AMD Radeon Vega 3 Graphics, 0.47%, +0.01%, Janeiro, 2022
Video Card Description, AMD Radeon RX 550, 0.47%, +0.02%, Janeiro, 2022
Video Card Description, NVIDIA GeForce 940M, 0.44%, +0.01%, Janeiro, 2022
Video Card Description, NVIDIA GeForce RTX 3050 Ti Laptop GPU, 0.43%, +0.07%, Janeiro, 2022
Video Card Description, NVIDIA GeForce RTX 3050 Laptop GPU, 0.42%, +0.05%, Janeiro, 2022
Video Card Description, NVIDIA GeForce RTX 3090, 0.42%, 0.00%, Janeiro, 2022
Video Card Description, NVIDIA GeForce RTX 3080 Ti, 0.41%, +0.03%, Janeiro, 2022
Video Card Description, NVIDIA GeForce RTX 3070 Ti, 0.41%, +0.01%, Janeiro, 2022
Video Card Description, Intel HD Graphics 4600, 0.40%, +0.02%, Janeiro, 2022
Video Card Description, NVIDIA GeForce GT 710, 0.40%, +0.01%, Janeiro, 2022
Video Card Description, NVIDIA GeForce MX250, 0.40%, +0.03%, Janeiro, 2022
Video Card Description, Intel HD Graphics 520, 0.39%, 0.00%, Janeiro, 2022
Video Card Description, Intel UHD Graphics 630, 0.39%, 0.00%, Janeiro, 2022
Video Card Description, Intel Haswell, 0.39%, +0.01%, Janeiro, 2022
Video Card Description, AMD Radeon RX Vega 11 Graphics, 0.39%, -0.01%, Janeiro, 2022
Video Card Description, NVIDIA GeForce MX150, 0.38%, +0.03%, Janeiro, 2022
Video Card Description, AMD Radeon RX 480, 0.37%, -0.01%, Janeiro, 2022
Video Card Description, NVIDIA GeForce GTX 950, 0.36%, +0.02%, Janeiro, 2022
Video Card Description, AMD Radeon RX 460, 0.34%, +0.02%, Janeiro, 2022
Video Card Description, Intel HD Graphics 3000, 0.32%, +0.01%, Janeiro, 2022
Video Card Description, Intel Ivy Bridge, 0.32%, +0.01%, Janeiro, 2022
Video Card Description, AMD Radeon RX 560, 0.31%, 0.00%, Janeiro, 2022
Video Card Description, NVIDIA GeForce GTX 950M, 0.29%, 0.00%, Janeiro, 2022
Video Card Description, NVIDIA GeForce GTX 750, 0.29%, +0.02%, Janeiro, 2022
Video Card Description, Intel HD Graphics 5500, 0.28%, +0.01%, Janeiro, 2022
Video Card Description, Intel Iris Plus Graphics, 0.27%, +0.01%, Janeiro, 2022
Video Card Description, NVIDIA GeForce RTX 2070 with Max-Q Design, 0.27%, 0.00%, Janeiro, 2022
Video Card Description, AMD Radeon RX 5500 XT, 0.27%, -0.01%, Janeiro, 2022
Video Card Description, NVIDIA GeForce GT 720M, 0.26%, +0.02%, Janeiro, 2022
Video Card Description, NVIDIA GeForce GTX 650, 0.25%, +0.01%, Janeiro, 2022
Video Card Description, NVIDIA GeForce MX110, 0.25%, +0.01%, Janeiro, 2022
Video Card Description, Intel(R) UHD Graphics 630, 0.24%, +0.02%, Janeiro, 2022
Video Card Description, NVIDIA GeForce MX350, 0.24%, +0.01%, Janeiro, 2022
Video Card Description, AMD Radeon R7 Graphics, 0.24%, 0.00%, Janeiro, 2022
Video Card Description, Intel HD Graphics 6000, 0.24%, 0.00%, Janeiro, 2022
Video Card Description, AMD Radeon RX 5600 XT, 0.24%, -0.01%, Janeiro, 2022
Video Card Description, NVIDIA GeForce GTX 660, 0.23%, +0.01%, Janeiro, 2022
Video Card Description, NVIDIA GeForce GTX 760, 0.23%, 0.00%, Janeiro, 2022
Video Card Description, AMD Radeon R5 Graphics, 0.23%, 0.00%, Janeiro, 2022
Video Card Description, NVIDIA GeForce MX130, 0.23%, +0.02%, Janeiro, 2022
Video Card Description, AMD Radeon RX 590 Series, 0.22%, -0.01%, Janeiro, 2022
Video Card Description, NVIDIA GeForce MX450, 0.22%, +0.02%, Janeiro, 2022
Video Card Description, NVIDIA GeForce GTX 980, 0.21%, -0.02%, Janeiro, 2022
Video Card Description, NVIDIA GeForce RTX 3050 Ti, 0.21%, +0.06%, Janeiro, 2022
Video Card Description, AMD Radeon RX 470, 0.21%, 0.00%, Janeiro, 2022
Video Card Description, Intel HD Graphics 630, 0.21%, +0.01%, Janeiro, 2022
Video Card Description, AMD Radeon RX 6700 XT, 0.20%, +0.01%, Janeiro, 2022
Video Card Description, NVIDIA GeForce GTX 980 Ti, 0.19%, -0.01%, Janeiro, 2022
Video Card Description, NVIDIA GeForce MX330, 0.19%, +0.02%, Janeiro, 2022
Video Card Description, Intel Sandy Bridge, 0.19%, +0.02%, Janeiro, 2022
Video Card Description, AMD Radeon RX 5500M, 0.18%, +0.02%, Janeiro, 2022
Video Card Description, Intel HD Graphics 530, 0.17%, 0.00%, Janeiro, 2022
Video Card Description, AMD Radeon RX 580 2048SP, 0.17%, 0.00%, Janeiro, 2022
Video Card Description, NVIDIA GeForce GT 630, 0.17%, +0.01%, Janeiro, 2022
Video Card Description, AMD Radeon HD 8800 Series, 0.16%, -0.09%, Janeiro, 2022
Video Card Description, NVIDIA GeForce 920M, 0.16%, +0.01%, Janeiro, 2022
Video Card Description, AMD Radeon RX 5700, 0.16%, +0.01%, Janeiro, 2022
Video Card Description, AMD Radeon HD 7700 Series, 0.15%, +0.15%, Janeiro, 2022
Video Card Description, Other, 11.16%, +0.33%, Janeiro, 2022
VRAM, 512 MB, 1.26%, +0.11%, Janeiro, 2022
VRAM, 1 GB, 9.84%, +0.83%, Janeiro, 2022
VRAM, 2 GB, 11.20%, +0.91%, Janeiro, 2022
VRAM, 3 GB, 4.09%, -0.07%, Janeiro, 2022
VRAM, 4 GB, 17.71%, +0.90%, Janeiro, 2022
VRAM, 5 GB, 0.90%, -0.18%, Janeiro, 2022
VRAM, 6 GB, 22.26%, -1.16%, Janeiro, 2022
VRAM, 8 GB, 22.86%, -1.24%, Janeiro, 2022
VRAM, 10 GB, 1.92%, +0.06%, Janeiro, 2022
VRAM, 11 GB, 2.43%, -0.07%, Janeiro, 2022
VRAM, 12 GB, 3.72%, -0.18%, Janeiro, 2022
VRAM, 24 GB, 0.76%, +0.02%, Janeiro, 2022
VRAM, Other, 1.04%, +0.07%, Janeiro, 2022
Primary Display Resolution, 1024 x 768, 0.26%, 0.00%, Janeiro, 2022
Primary Display Resolution, 1280 x 800, 0.31%, +0.01%, Janeiro, 2022
Primary Display Resolution, 1280 x 1024, 0.77%, +0.02%, Janeiro, 2022
Primary Display Resolution, 1280 x 720, 0.30%, +0.01%, Janeiro, 2022
Primary Display Resolution, 1360 x 768, 1.13%, 0.00%, Janeiro, 2022
Primary Display Resolution, 1366 x 768, 6.93%, +0.22%, Janeiro, 2022
Primary Display Resolution, 1440 x 900, 2.63%, +0.12%, Janeiro, 2022
Primary Display Resolution, 1600 x 900, 1.81%, -0.05%, Janeiro, 2022
Primary Display Resolution, 1680 x 1050, 1.27%, +0.03%, Janeiro, 2022
Primary Display Resolution, 1920 x 1080, 67.12%, 0.00%, Janeiro, 2022
Primary Display Resolution, 1920 x 1200, 0.61%, -0.01%, Janeiro, 2022
Primary Display Resolution, 2560 x 1440, 9.19%, -0.66%, Janeiro, 2022
Primary Display Resolution, 2560 x 1080, 0.97%, 0.00%, Janeiro, 2022
Primary Display Resolution, 2560 x 1600, 0.85%, +0.18%, Janeiro, 2022
Primary Display Resolution, 3440 x 1440, 1.22%, +0.01%, Janeiro, 2022
Primary Display Resolution, 3840 x 2160, 2.37%, +0.02%, Janeiro, 2022
Primary Display Resolution, Other, 2.27%, +0.10%, Janeiro, 2022
OS Version, Windows, 96.36%, +0.19%, Fevereiro, 2022
OS Version, Windows 10 64 bit, 75.69%, -2.13%, Fevereiro, 2022
OS Version, Windows 11 64 bit, 15.59%, +2.03%, Fevereiro, 2022
OS Version, Windows 7 64 bit, 4.08%, +0.35%, Fevereiro, 2022
OS Version, Windows 8.1 64 bit, 0.63%, -0.04%, Fevereiro, 2022
OS Version, Windows 7, 0.19%, -0.02%, Fevereiro, 2022
OS Version, Windows 10, 0.08%, 0.00%, Fevereiro, 2022
OS Version, OSX, 2.62%, -0.15%, Fevereiro, 2022
OS Version, MacOS 12.1.0 64 bit, 0.58%, -0.03%, Fevereiro, 2022
OS Version, MacOS 12.0.1 64 bit, 0.26%, -0.26%, Fevereiro, 2022
OS Version, MacOS 10.15.7 64 bit, 0.25%, -0.03%, Fevereiro, 2022
OS Version, MacOS 12.2.0 64 bit, 0.22%, +0.22%, Fevereiro, 2022
OS Version, MacOS 12.2.1 64 bit, 0.21%, +0.21%, Fevereiro, 2022
OS Version, MacOS 11.6.0 64 bit, 0.17%, -0.07%, Fevereiro, 2022
OS Version, MacOS 10.14.6 64 bit, 0.13%, -0.02%, Fevereiro, 2022
OS Version, MacOS 10.13.6 64 bit, 0.13%, -0.03%, Fevereiro, 2022
OS Version, MacOS 11.5.2 64 bit, 0.08%, -0.03%, Fevereiro, 2022
OS Version, MacOS 11.4.0 64 bit, 0.07%, -0.01%, Fevereiro, 2022
OS Version, MacOS 11.6.2 64 bit, 0.06%, -0.01%, Fevereiro, 2022
OS Version, Linux, 1.02%, -0.04%, Fevereiro, 2022
OS Version, Ubuntu 20.04.3 LTS 64 bit, 0.15%, -0.04%, Fevereiro, 2022
OS Version, "Arch Linux" 64 bit, 0.13%, +0.01%, Fevereiro, 2022
OS Version, "Manjaro Linux" 64 bit, 0.12%, -0.01%, Fevereiro, 2022
OS Version, Ubuntu 21.10 64 bit, 0.07%, 0.00%, Fevereiro, 2022
OS Version, Linux Mint 20.3 64 bit, 0.06%, +0.06%, Fevereiro, 2022
System RAM, Less than 4 GB, 0.28%, -0.02%, Fevereiro, 2022
System RAM, 4 GB, 7.06%, -0.46%, Fevereiro, 2022
System RAM, 8 GB, 24.85%, -1.05%, Fevereiro, 2022
System RAM, 12 GB, 3.56%, -0.01%, Fevereiro, 2022
System RAM, 16 GB, 50.55%, +1.34%, Fevereiro, 2022
System RAM, 24 GB, 1.07%, 0.00%, Fevereiro, 2022
System RAM, 32 GB, 10.95%, +0.24%, Fevereiro, 2022
System RAM, 64 GB, 0.98%, -0.03%, Fevereiro, 2022
System RAM, More than 64 GB, 0.10%, 0.00%, Fevereiro, 2022
System RAM, Other, 0.60%, -0.01%, Fevereiro, 2022
Physical CPUs, 1 cpu, 0.18%, -0.01%, Fevereiro, 2022
Physical CPUs, 2 cpus, 11.72%, -0.75%, Fevereiro, 2022
Physical CPUs, 3 cpus, 0.52%, -0.02%, Fevereiro, 2022
Physical CPUs, 4 cpus, 34.74%, -0.79%, Fevereiro, 2022
Physical CPUs, 5 cpus, 0.02%, 0.00%, Fevereiro, 2022
Physical CPUs, 6 cpus, 32.23%, +0.80%, Fevereiro, 2022
Physical CPUs, 7 cpus, 0.00%, 0.00%, Fevereiro, 2022
Physical CPUs, 8 cpus, 17.73%, +0.61%, Fevereiro, 2022
Physical CPUs, 9 cpus, 0.00%, 0.00%, Fevereiro, 2022
Physical CPUs, 10 cpus, 0.98%, +0.03%, Fevereiro, 2022
Physical CPUs, 11 cpus, 0.00%, 0.00%, Fevereiro, 2022
Physical CPUs, 12 cpus, 1.37%, +0.09%, Fevereiro, 2022
Physical CPUs, 14 cpus, 0.05%, +0.03%, Fevereiro, 2022
Physical CPUs, 16 cpus, 0.42%, +0.02%, Fevereiro, 2022
Physical CPUs, 17 cpus, 0.00%, 0.00%, Fevereiro, 2022
Physical CPUs, 18 cpus, 0.02%, 0.00%, Fevereiro, 2022
Physical CPUs, 20 cpus, 0.01%, +0.01%, Fevereiro, 2022
Physical CPUs, 22 cpus, 0.00%, 0.00%, Fevereiro, 2022
Physical CPUs, 24 cpus, 0.01%, 0.00%, Fevereiro, 2022
Physical CPUs, 26 cpus, 0.00%, 0.00%, Fevereiro, 2022
Physical CPUs, 28 cpus, 0.00%, 0.00%, Fevereiro, 2022
Physical CPUs, 31 cpus, 0.00%, 0.00%, Fevereiro, 2022
Physical CPUs, 32 cpus, 0.01%, 0.00%, Fevereiro, 2022
Physical CPUs, 40 cpus, 0.00%, 0.00%, Fevereiro, 2022
Physical CPUs, 44 cpus, 0.00%, 0.00%, Fevereiro, 2022
Physical CPUs, 64 cpus, 0.00%, 0.00%, Fevereiro, 2022
Video Card Description, NVIDIA GeForce GTX 1060, 7.74%, +0.20%, Fevereiro, 2022
Video Card Description, NVIDIA GeForce GTX 1650, 6.09%, -0.04%, Fevereiro, 2022
Video Card Description, NVIDIA GeForce GTX 1050 Ti, 5.61%, -0.03%, Fevereiro, 2022
Video Card Description, NVIDIA GeForce RTX 2060, 5.21%, +0.21%, Fevereiro, 2022
Video Card Description, NVIDIA GeForce GTX 1050, 2.98%, -0.12%, Fevereiro, 2022
Video Card Description, NVIDIA GeForce GTX 1660 Ti, 2.76%, +0.02%, Fevereiro, 2022
Video Card Description, NVIDIA GeForce GTX 1660 SUPER, 2.29%, -0.06%, Fevereiro, 2022
Video Card Description, NVIDIA GeForce RTX 3060 Laptop GPU, 2.27%, +0.28%, Fevereiro, 2022
Video Card Description, NVIDIA GeForce GTX 1070, 2.26%, -0.06%, Fevereiro, 2022
Video Card Description, NVIDIA GeForce GTX 1660, 1.88%, +0.09%, Fevereiro, 2022
Video Card Description, NVIDIA GeForce RTX 3060, 1.85%, +0.25%, Fevereiro, 2022
Video Card Description, NVIDIA GeForce RTX 2070 SUPER, 1.82%, -0.01%, Fevereiro, 2022
Video Card Description, NVIDIA GeForce RTX 3070, 1.80%, +0.05%, Fevereiro, 2022
Video Card Description, AMD Radeon Graphics, 1.53%, +0.09%, Fevereiro, 2022
Video Card Description, NVIDIA GeForce RTX 2070, 1.41%, +0.01%, Fevereiro, 2022
Video Card Description, NVIDIA GeForce GTX 1650 Ti, 1.40%, -0.01%, Fevereiro, 2022
Video Card Description, NVIDIA GeForce GTX 1080, 1.38%, +0.01%, Fevereiro, 2022
Video Card Description, AMD Radeon RX 580, 1.37%, -0.08%, Fevereiro, 2022
Video Card Description, NVIDIA GeForce RTX 3060 Ti, 1.26%, +0.09%, Fevereiro, 2022
Video Card Description, NVIDIA GeForce RTX 2060 SUPER, 1.14%, 0.00%, Fevereiro, 2022
Video Card Description, Intel(R) UHD Graphics, 1.11%, -0.05%, Fevereiro, 2022
Video Card Description, NVIDIA GeForce GTX 960, 1.11%, +0.03%, Fevereiro, 2022
Video Card Description, NVIDIA GeForce RTX 3080, 1.11%, +0.04%, Fevereiro, 2022
Video Card Description, AMD Radeon RX 570, 1.10%, -0.03%, Fevereiro, 2022
Video Card Description, AMD Radeon Vega 8 Graphics, 1.08%, -0.04%, Fevereiro, 2022
Video Card Description, NVIDIA GeForce GTX 970, 1.04%, -0.06%, Fevereiro, 2022
Video Card Description, NVIDIA GeForce GTX 750 Ti, 0.98%, 0.00%, Fevereiro, 2022
Video Card Description, Apple G13G, 0.95%, +0.03%, Fevereiro, 2022
Video Card Description, NVIDIA GeForce GTX 1650 SUPER, 0.92%, -0.03%, Fevereiro, 2022
Video Card Description, NVIDIA GeForce GT 1030, 0.84%, -0.01%, Fevereiro, 2022
Video Card Description, NVIDIA GeForce GTX 1080 Ti, 0.82%, -0.03%, Fevereiro, 2022
Video Card Description, Intel(R) Iris(R) Xe Graphics, 0.80%, +0.05%, Fevereiro, 2022
Video Card Description, NVIDIA GeForce RTX 3050, 0.75%, +0.19%, Fevereiro, 2022
Video Card Description, Intel UHD Graphics 620, 0.72%, -0.07%, Fevereiro, 2022
Video Card Description, AMD Radeon RX 5700 XT, 0.70%, -0.02%, Fevereiro, 2022
Video Card Description, NVIDIA GeForce RTX 2080 SUPER, 0.69%, 0.00%, Fevereiro, 2022
Video Card Description, NVIDIA GeForce GTX 1070 Ti, 0.67%, 0.00%, Fevereiro, 2022
Video Card Description, NVIDIA GeForce RTX 2080, 0.63%, +0.01%, Fevereiro, 2022
Video Card Description, NVIDIA GeForce RTX 3070 Laptop GPU, 0.62%, +0.08%, Fevereiro, 2022
Video Card Description, NVIDIA GeForce RTX 2080 Ti, 0.53%, 0.00%, Fevereiro, 2022
Video Card Description, NVIDIA GeForce GT 730, 0.51%, -0.03%, Fevereiro, 2022
Video Card Description, NVIDIA GeForce RTX 3050 Ti Laptop GPU, 0.50%, +0.07%, Fevereiro, 2022
Video Card Description, Intel HD Graphics 4000, 0.50%, -0.04%, Fevereiro, 2022
Video Card Description, NVIDIA GeForce RTX 3070 Ti, 0.49%, +0.08%, Fevereiro, 2022
Video Card Description, NVIDIA GeForce RTX 3050 Laptop GPU, 0.46%, +0.04%, Fevereiro, 2022
Video Card Description, AMD Radeon RX 550, 0.46%, -0.01%, Fevereiro, 2022
Video Card Description, AMD Radeon Vega 3 Graphics, 0.46%, -0.01%, Fevereiro, 2022
Video Card Description, NVIDIA GeForce RTX 3080 Ti, 0.44%, +0.03%, Fevereiro, 2022
Video Card Description, Intel HD Graphics 620, 0.44%, -0.03%, Fevereiro, 2022
Video Card Description, NVIDIA GeForce GTX 960M, 0.44%, -0.03%, Fevereiro, 2022
Video Card Description, NVIDIA GeForce 940M, 0.42%, -0.02%, Fevereiro, 2022
Video Card Description, NVIDIA GeForce RTX 3090, 0.41%, -0.01%, Fevereiro, 2022
Video Card Description, NVIDIA GeForce MX250, 0.39%, -0.01%, Fevereiro, 2022
Video Card Description, NVIDIA GeForce GT 710, 0.38%, -0.02%, Fevereiro, 2022
Video Card Description, AMD Radeon RX Vega 11 Graphics, 0.37%, -0.02%, Fevereiro, 2022
Video Card Description, Intel HD Graphics 4600, 0.37%, -0.03%, Fevereiro, 2022
Video Card Description, Intel Haswell, 0.37%, -0.02%, Fevereiro, 2022
Video Card Description, NVIDIA GeForce GTX 950, 0.37%, +0.01%, Fevereiro, 2022
Video Card Description, AMD Radeon RX 480, 0.36%, -0.01%, Fevereiro, 2022
Video Card Description, Intel HD Graphics 520, 0.36%, -0.03%, Fevereiro, 2022
Video Card Description, NVIDIA GeForce MX150, 0.35%, -0.03%, Fevereiro, 2022
Video Card Description, Intel UHD Graphics 630, 0.35%, -0.04%, Fevereiro, 2022
Video Card Description, AMD Radeon RX 460, 0.33%, -0.01%, Fevereiro, 2022
Video Card Description, AMD Radeon RX 560, 0.30%, -0.01%, Fevereiro, 2022
Video Card Description, Intel Ivy Bridge, 0.30%, -0.02%, Fevereiro, 2022
Video Card Description, Intel HD Graphics 3000, 0.30%, -0.02%, Fevereiro, 2022
Video Card Description, NVIDIA GeForce GTX 750, 0.28%, -0.01%, Fevereiro, 2022
Video Card Description, NVIDIA GeForce GTX 950M, 0.28%, -0.01%, Fevereiro, 2022
Video Card Description, AMD Radeon RX 5500 XT, 0.27%, 0.00%, Fevereiro, 2022
Video Card Description, NVIDIA GeForce RTX 3050 Ti, 0.26%, +0.05%, Fevereiro, 2022
Video Card Description, Intel Iris Plus Graphics, 0.26%, -0.01%, Fevereiro, 2022
Video Card Description, Intel HD Graphics 5500, 0.26%, -0.02%, Fevereiro, 2022
Video Card Description, NVIDIA GeForce RTX 2070 with Max-Q Design, 0.25%, -0.02%, Fevereiro, 2022
Video Card Description, NVIDIA GeForce GTX 650, 0.25%, 0.00%, Fevereiro, 2022
Video Card Description, NVIDIA GeForce GT 720M, 0.25%, -0.01%, Fevereiro, 2022
Video Card Description, NVIDIA GeForce MX350, 0.24%, 0.00%, Fevereiro, 2022
